,기업,기사발행일,기사제목,뉴스기사본문전처리,기사본문번역
28,(주)파마리서치,2020.08.11. 오전 12:31,[강원경제인 대상 수상기업]신규 인력 지역대학 출신 우선 채용 우수한 청년 인재들 고향 정착 기여,정상수 파마리서치프로덕트 회장고향 강릉에 양질의 일자리를 만들어 청년 인재들이 고향을 떠나지 않고 정착할 수 있도록 노력하겠습니다.제회 강원경제인상을 수상하는 정상수 파마리서치프로덕트 회장은 아직 부족한데 큰 상을 주셔 감사드린다. 지역사회와 강원도에 더 많은 기여를 하라는 바람으로 여기겠다고 소감을 밝혔다.그는 코스닥 상장 주년을 맞아 제의 목표를 토대로 더 큰 성장을 이루는 계기로 삼겠다는 포부도 피력했다. 정 회장은 재생의학의 실현에 앞장서자는 기업 목표를 바탕으로 동해안으로 회귀하는 연어의 생식세포를 이용해 노화되는 피부를 재생시키는 리쥬란 퇴화된 무릎의 기능을 복원시키는 콘쥬란 등을 개발했는데 이 모두가 해당 치료 분야의 등 제품으로 자리 잡았다며 제품들이 회사의 고유한 제조 기술을 활용한 것이어서 지역 기업으로서 자랑스럽다고 강조했다.하지만 고향인 강릉에 공장을 설립하는 것은 쉬운 일이 아니었다. 정 회장은 고향에 공장을 설립한다고 하자 내부와 주변에서 상당히 염려했다. 제약회사가 전무한 영동지역 특성상 전문인력 확보가 최대 관건이었다며 그러나 인근에  강릉분원 천연물연구소도 자리 잡고 있어 천연물 및 해양자원을 이용한 제품 개발을 계획하는 기업에게는 탁월한 조건이었고 외지에 나간 고향 인력도 일부 돌아오며 하나씩 같이 배워가면서 부족함을 채웠기에 큰 문제가 없다고 회고했다.양질의 지역 청년 일자리 창출에 관심을 두고 있는 정 회장은 매출 증대와 고용 증대는 늘 함께하는 것이라 구체적 고용 인력 목표보다는 사업에 집중하고 있다며 신규 인력은 지역대학 출신을 우선 채용하고 있는데 이들이 회사 생활에 잘 적응하고 있어 매우 만족하고 있다고 평했다. 또 자회사 파마리서치바이오의 경우 같은 강릉과학산업단지 내에 자리 잡고 있어 인수를 결정했는데 최근 수출 증가와 함께 고용 인력도 늘어나고 있어 탁월한 결정이었다고 덧붙였다.특히 매년 연탄봉사 산불피해복구 성금 기부 등 사회공헌사업도 펼치고 있다. 정 회장은 세상에 좋은 회사는 많지만 위대한 기업으로 평가받기는 어렵다며 비록 작더라도 그 과정에 충실한 회사가 됐으면 하고 직원들이 얼마나 즐겁게 행복하게 일하느냐 하는 것이 중요한 만큼 자율과 책임을 중시하는 기업문화에 힘쓰겠다고 강조했다. 그는 마지막으로   를 강조했다.강릉조상원기자  네이버에서 강원일보 구독하기 강원일보 네이버 바로가기 강원일보  ...,"Jeong Sang-soo, chairman of Pharmari Research Product, will make efforts to create quality jobs in his hometown Gangneung so that young talent can settle down without leaving his hometown.Jeong Sang-soo, chairman of Pharmari Research Product, who won the Gangwon Business Award, is still lacking, and thank you for giving him a big award. We will consider it as a wish to contribute more to the local community and Gangwon Province.""He also expressed his ambition to use it as an opportunity to achieve greater growth based on his goal to mark the KOSDAQ listing anniversary. Chairman Chung said, ""Based on the corporate goal of realizing regenerative medicine, we have developed lijuran, which regenerates aging skin using the reproductive cells of salmon returning to the east coast, and conjuran, which restores the function of deteriorated knees.""However, setting up a factory in his hometown of Gangneung was not easy. When Chung said he would set up a factory in his hometown, he was very concerned inside and around. Securing professionals was the most important factor due to the nature of Yeongdong, where there were no pharmaceutical companies, but Gangneung Bunwon Natural Products Research Institute was also located nearby, making it an excellent condition for companies planning to develop products using natural and marine resources.Chung, who is interested in creating high-quality jobs for young people in the region, said, ""We focus on business rather than specific employment goals because sales and employment are always together."" In addition, Pharmari Research Bio, a subsidiary, decided to acquire it because it was located in the same Gangneung Science and Industry Complex, but it was an excellent decision as the number of employees increased along with the recent increase in exports.In particular, it is also carrying out social contribution projects every year, such as donating donations for the recovery of briquettes and forest fires. Chairman Chung said, ""There are many good companies in the world, but it is difficult to be considered a great company,"" adding, ""Even if it is small, I hope it will be a company faithful to the process, and I will work hard on a corporate culture that values autonomy and responsibility."" He emphasized for the last time.Gangneung Cho Sangwon reporter, subscribe to Gangwon Ilbo on Naver. Gangwon Ilbo, Naver Shortcut to Gangwon Ilbo..."
29,(주)파마리서치,2020.08.03. 오전 12:32,혁신성장 견인 강원경제인상 8개 기업 수상,시상식 내달 일 경제인페스티벌일자리창출정상수백영옥연구개발정홍걸창업성공나희준건설혁신원홍상특별상김윤원안병옥 김기수 박선경제회 강원경제인상 수상 기업으로 재생의학 기술 선도 기업인 파마리서치프로덕트 등 개 기업이 선정됐다.  강원경제인상 심사위원회는  차 심사를 거쳐 경영평가 성장 가능성 지역경제 기여도 및 일자리 창출 기술평가 등을 종합평가해 개 부문의 개 기업을 선정했다고 일 밝혔다.일자리창출 부문에는 파마리서치프로덕트와 유바이오로직스가 선정됐다. 파마리서치프로덕트는 국내 최초 제약 분야 의약품허가 컨설팅업체로 출발 후 제조업에 진출 동해안 해양자원을 활용한 조직 재생 활성물질  의약품 제조기술을 국내 최초로 성공했다. 특히 양질의 청년일자리 창출 등 올 월 말 현재 명을 고용 지역경제 활성화에 기여하고 있다. 유바이오로직스는 백신 개발 및 공급 전문기업으로 년 코스닥에 상장됐고 년 동춘천산단에 제공장을 준공했다. 창업 당시 여명이던 임직원이 올 월 명이 근무하는 강소기업으로 성장했다.연구개발 부문에는 항체 제품 개발 분야에서 글로벌 경쟁력을 갖춘 애드바이오텍이 선정됐다. 애드바이오텍은 신개념의 백신과 항생제 대체물질인 인체용 축산 및 수산용 경구용 항체 제품과 기능성 화장품 식품 첨가물 등 환경 친화적인 제품을 연구 개발하고 있으며 국내외 특허등록 건 및 특허출원 건 등 다양한 산업재산권을 보유하고 있다.창업성공 부문에는 하울바이오가 뽑혔다. 하울바이오는 자체 개발한 항원항체를 활용해 기능성 화장품 면역진단키트 치료용 항체 분야에서 다양한 제품군을 개발하고 있다. 강원혁신센터의 호 직접투자 기업으로 선정된데 이어 한국벤처투자가 운용하는 엔젤매칭펀드까지 투자받았다.건설혁신 부문은 년간 건설업에 종사하며 시공능력을 인정받은 선진종합건설이 선정됐다. 종합건설업체로서 꾸준한 매출 증가 및 시장 점유율을 확대하고 있으며 지역 건설자재 우선 사용 및 주민 고용창출 기여로 지역 내 신인도가 높다.특별상은 이뮨메드 강원남부 설악에너텍 곳이 선정됐다. 이뮨메드는 감염성 및 면역학적 질환의 진단키트와 항체 치료제 백신개발 회사로 코로나 이후 관심도가 높아진 바이러스 억제물질 기반으로 국내외 임상 진행 등 코로나 치료제 개발에 주력하고 있다. 강원남부는 폐광지역에 설립된 주민기업으로 폐광 실직자 및 가족 우선 채용을 원칙으로 여성근로자장애인국가보훈대상자취업취약계층을 적극 고용 폐광지역 회생의 견인차 역할을 하고 있다. 설악에너텍은 태양광 발전 시스템을 시공하는 신재생에너지 전문기업으로 지난해 전년 대비  매출 신장 등 수익성 안정성 등에서 동종 산업과 비교해 상대적으로 우수한 점을 인정받았다.월일 정선 하이원팰리스호텔에서 열리는  강원경제인페스티벌에서 시상식을 갖는다. 수상기업에는 상패와 현판이 수여된다.백진용기자 .. 네이버에서 강원일보 구독하기 강원일보 네이버 바로가기 강원일보  ...,"On the following month, several companies, including Pharmari Search Products, a leading regenerative medicine technology company, were selected as winners of the Special Award, Kim Yoon-won, Ahn Byung-ok, Kim Ki-soo, and Park Sun-Economy Association. The Gangwon Economic Impression Review Committee announced that it selected individual companies in each sector by comprehensively evaluating the growth potential of management evaluation and regional economic contribution and job creation technology evaluation.Pharmari Research Product and Ubiologics were selected as job creation categories. Pharmari Research Product is the first pharmaceutical drug licensing consulting company in Korea and has succeeded in manufacturing regenerative active substances using marine resources on the east coast for the first time in Korea. In particular, it is contributing to the revitalization of the local economy by hiring people as of the end of this month, including the creation of quality youth jobs. Yu Biologics is a company specializing in vaccine development and supply, listed on the KOSDAQ in the year, and completed the completion of the provision in the Dongchuncheon Industrial Complex in the year. Executives and employees, who were Dawn at the time of their foundation, have grown into small and medium-sized companies where Life works this month.Ad Biotech, which has global competitiveness in the field of antibody product development, was selected in the R&D sector. AdBiotech is researching and developing environmentally friendly products such as human livestock and fisheries oral antibodies, which are new vaccines and antibiotic substances, and functional cosmetics and food additives, and has various industrial property rights, including domestic and foreign patent registrations.Howl Bio was selected for the startup success category. Howl Bio is developing a variety of products in the field of antibodies for the treatment of functional cosmetics immunodiagnostic kits using its own developed antigen antibodies. It was selected as a direct investment company at the Gangwon Innovation Center, followed by angel matching funds operated by Korea Venture Investment.In the construction innovation sector, advanced general construction, which has been in the construction industry for years and has been recognized for its construction capacity, was selected. As a general construction company, it is steadily increasing sales and expanding market share, and its credibility in the region is high due to the preferential use of local construction materials and contribution to job creation for residents.The special prize was Imunmed's Seorak Energy Tech in southern Gangwon Province. ImmuneMed is a company that develops diagnostic kits and antibody treatment vaccines for infectious and immunological diseases, and is focusing on developing COVID-19 treatments such as clinical progress at home and abroad based on virus inhibitors that have increased interest since COVID-19. The southern part of Gangwon is a resident company established in the abandoned mine area, and in principle, it actively employs the employment vulnerable class for women with disabilities and national veterans with family preferences. Seorak Energy Tech is a new and renewable energy company that constructs solar power generation systems and was recognized for its relatively superior performance compared to its peers in terms of profitability stability, such as increased sales compared to last year.On Monday, the award ceremony will be held at the Gangwon Business Festival at the High1 Palace Hotel in Jeongseon. Winners will be awarded plaques and plaques.a white-collar journalist. Subscribe to Gangwon Daily on NAVER. Gangwon Daily, Naver Shortcut to Gangwon Daily..."
30,(주)서진시스템,2020.08.24. 오전 11:11,"[특징주] 서진시스템, 5G 관련주 상승 효과 '급등'",사진이미지투데이서진시스템이 일 장중 상승세다. 이날 오전 시분 서진시스템은 전일대비 원 오른 만원에 거래 중이다.  관련주가 주목 받으면서 주가 상승에 긍정적인 영향을 준 것으로 풀이된다. 유진투자증권은 이날 서진시스템에 대해 상반기 실적 부진에도 불구하고 국내 인프라에 대한 본격적인 투자 확대를 기대한다며 목표가를 기준 만원에서 만원으로 상향 조정했다. 투자의견은 매수를 유지했다.서진시스템은 분기 연결기준 매출액이 억원으로 전년 동기 대비 . 줄었고 영업손실이 억원을 기록하며 적자로 돌아섰다.이 증권회사의 박종선 연구원은 서진시스템은 코로나  영향에 따른  투자가 저조해 통신장비부품 매출이 . 감소한 게 실적 부진의 이유라면서도 분기 예상실적은 점차 회복되며 전년 동기 수준에 도달할 것으로 예상했다. 분기 매출액은 억원 영업이익은 억원이라는 추정이다.서진시스템은  통신장비 부품 매출 하반기 실적 성장세 전환 반도제 장비 부품 및 에너지저장시스템부품 사업 성장 지속 전기차 및 가정용품 등의 기타 매출 성장 본격화 기대 등이 상반기 부진을 딪고 하반기 실적 전환을 이끌 것이라는 분석이다.이남의 기자 ..고수들의 재테크 비법 영상거품 뺀 솔직 시승기 머니기사 네이버 메인에서 보세요저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"Photo Image Today Seojin System is on the rise during the day. Seojin System is trading at 10,000 won, up one won from the previous day. It is believed that related stocks received attention and had a positive impact on the rise in stock prices. Eugene Investment & Securities raised its target price from 10,000 won to 10,000 won, saying it expects to expand investment in domestic infrastructure despite sluggish performance in the first half of the year. The investment opinion maintained a buyout.Seojin System saw its quarterly consolidated sales fall from a year earlier to KRW 100 million and operating losses hit KRW 100 million, turning into a deficit.Park Jong-sun, a researcher at the securities firm, said, ""Seojin System has low investment due to the influence of Corona, so sales of telecommunications equipment parts are low. The decrease is the reason for the poor performance, but it is expected that the expected quarterly performance will gradually recover and reach the same level of the previous year. It is estimated that quarterly sales are 100 million won and operating profit is 100 million won.Seojin System is expected to lead the second half of the year due to sluggish sales of telecommunication equipment parts, semiconductor equipment parts, energy storage system parts, and other sales growth expectations such as electric vehicles and household goods.A reporter from another country...Watch the video clip of the master's financial techniques on Naver's main pageEconomic news money unauthorized reproduction and redistribution of copyright holders dreaming of success"
31,(주)서진시스템,2020.08.05. 오후 3:10,"[특징주] 서진시스템, 5G 품질 나오자 장막판 '급등세' 전환", 상용화이후 처음으로 품질이 공개됐다.이미지투데이서진시스템이 장 마감을 앞두고 급등했다.서진시스템은 일 오후 시 분 현재 전 거래일보다 . 오른 만원에 거래되고 있다.서진시스템은 이날 오전 내내 전일 대비 하락세를 보이고 있다가 정부의  품질 평가 결과 발표가 나온 직후 급등세로 돌아섰다.한국은 지난해 월일 세계 최초로  상용화에 성공했으며 이날 처음으로  품질 공식 평가가 나왔다. 정부는 서울 및 대 광역시에서  평균 전송 속도가 다운로드 기준으로 보다 배 가량 빠른 것으로 집계됐다고 발표했다.이에 통신장비 기업인 서진시스템에 대한 관심이 높아졌다는 분석이다. 서진시스템은 소형 기지국 장비와 소형 안테나 기지국 장비용 함체를 비롯한 통신네트워크 장비에 사용되는 금속 기구물을 생산하고 있는 기업이다.송창범 기자 .. 고수들의 재테크 비법 영상거품 뺀 솔직 시승기  코로나 속보저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"Quality has been unveiled for the first time since commercialization.Image Today Seojin System soared ahead of the closing of the market.Seojin System is now trading day as of Sunday afternoon. It is trading at 10,000 won.Seojin System had been on a downward trend from the previous day throughout the morning, but turned to a sharp rise shortly after the announcement of the government's quality evaluation results.South Korea succeeded in commercializing it for the first time in the world on Monday last year, and official quality evaluation was released for the first time that day. The government announced that the average transmission speed in Seoul and metropolitan cities was about twice as fast as in terms of downloads.As a result, it is analyzed that interest in Seojin System, a telecommunications equipment company, has increased. Seojin System is a company that produces metal instruments used in communication network equipment, including small base station equipment and small antenna base station equipment.Reporter Song Changbeom... Master's tips on financial technology Video Without Bubbles, honest test-rider COVID-19 breaking news copyright holders' economic news money unauthorized reproduction and redistribution of money"
32,(주)서진시스템,2020.07.08. 오후 1:59,"[특징주] 서진시스템, 화웨이 반대 기류에 반사이익 16%↑",서진시스템이 반 화웨이 기류로 인한 반사이익에 상승세다.일 오후 시분 기준 서진시스템은 전 거래일보다 . 오른 만원에 거래되고 있다.서진시스템은 통신장비와 핸드폰부품 반도체 장비 등을 제조판매하는 업체로 국내에서는 소형 기지국 장비와 소형 안테나 기지국 장비용 함체를 비롯한 통신네트워크 장비에 사용되는 금속 기구물을 주로 생산하고 있다.국내 통신장비업계는 신종 코로나바이러스 감염증 여파로 투자가 위축돼 직격탄을 맞았지만 미국 일본 인도 등 해외 통신사를 중심으로 통신장비 공급 계약이 논의되면서 활기를 되찾고 있다.특히 미국 주도의 반 화웨이 기류가 전 세계로 확산하는 추세도 호재로 작용한다.박슬기 기자 .. 고수들의 재테크 비법 영상거품 뺀 솔직 시승기  코로나 속보저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"Seojin System is on the rise due to reflective profits from anti-Huawei air currents.The Seojin system as of 1 p.m. was more than the previous trading day. It is trading at 10,000 won.Seojin System is a company that manufactures and sells communication equipment, mobile phone parts, and semiconductor equipment. In Korea, it mainly produces metal equipment used for communication network equipment, including small base station equipment and small antenna base station equipment.The domestic telecommunications equipment industry has been directly hit by shrinking investment in the aftermath of the new coronavirus infection, but is regaining vitality as contracts for supplying telecommunications equipment are discussed mainly by overseas telecommunication companies such as the U.S., Japan and India.In particular, the trend of the U.S.-led anti-Huawei trend spreading around the world is also a positive factor.Reporter Park Seulgi... Master's tips on financial technology Video Without Bubbles, honest test-rider COVID-19 breaking news copyright holders' economic news money unauthorized reproduction and redistribution of money"
33,(주)서진시스템,2020.06.29. 오전 10:22,"[특징주] 서진시스템, 5G 관련주 상승 효과 '급등'", 테마주로 분류되는 서진시스템이 일 장초반 상승세다. 서진시스템은 이날 오전 시분 전일대비 원 오른 만원에 거래 중이다.서진시스템의 최근 주일간 외국인기관 매매내역을 살펴보면 외국인은 주를 순매도했으며 기관은 주를 순매도 했다. 같은 기간 주가는 . 하락했다.서진시스템은 통신장비 핸드폰부품 반도체 장비 등을 제조판매는 기업이다. 국내에서는 소형 기지국 장비와 소형 안테나 기지국 장비용 함체를 비롯한 통신네트워크 장비에 사용되는 금속 기구물을 주로 생산한다.이남의 기자 .. 고수들의 재테크 비법 영상거품 뺀 솔직 시승기  코로나 속보저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"Seojin System, which is classified as a theme stock, is on the rise early in the day. Seojin System is trading at 10,000 won, up one won from the previous day in the morning.Looking at the sales details of foreign institutions over the past week of Seojin System, foreigners sold stocks net and institutions sold stocks net. Stock prices fell during the same period.Seojin System is a company that manufactures and sells communication equipment, mobile phone parts, and semiconductor equipment. In Korea, it mainly produces metal instruments used in communication network equipment, including small base station equipment and carriers for small antenna base station equipment.A reporter from another country... Master's tips on financial technology Video Without Bubbles, honest test-rider COVID-19 breaking news copyright holders' economic news money unauthorized reproduction and redistribution of money"
34,(주)서진시스템,2020.11.20. 오후 4:35,"코스피, 변동성 확대 속 2550선 넘겨…사흘째 연고점", 경제현장 오늘 마감시황  오기철 교보증권 차장. 오늘 마감상황 어떻습니까 코로나 확산 우려혼조 거듭한 코스피 바이든호 견제  왕이 일 방한 유력. 간밤 해외이슈도 짚어주시죠. 코로나 이긴 부양책  대지수 상승  하루 만 감염지역별 봉쇄조치 강화. 눈에 띄는 종목은 어떤게 있었나요 주목할만한 오늘의 업종특징주는 방탄소년단 새 앨범 공개빅히트 강세 주요국 투자 확대 기대감 관련주 상승  관련주 서진시스템 등 상승 미국 중국등  투자 확대 기대감. 다음주 전망 어떤 전략이 필요할까요 코로나로 변동성 확대다음 주 투자전략은 외인 매수종목배당주에 대한 관심 추천윤선영 기자 돈 세는 남자의 기업분석 카운트머니  경제를 실험한다 머니랩 저작권자 미디어넷    무단전재재배포 금지,"The economy closed today, Oh Ki-chul, deputy director of Kyobo Securities. How is the closing situation today? The king of checking the KOSPI's Biden, who has repeatedly been worried about the spread of COVID-19, is likely to visit Japan. Please point out the overseas issues last night. The COVID-19 winning stimulus index rose, strengthening lockdown measures for each infected area in just one day. What are the most notable stocks? BTS New album, Big Hit, Strong investment in major countries, and Seojin system related to rising stock prices, such as the U.S. and China, are expected to expand investment. Next week's forecast. What kind of strategy do we need? Expanding volatility due to COVID-19, next week's investment strategy recommends interest in foreign buying stock dividend stocks Reporter Yoon Sun-young will experiment with the business analysis count money economy of a man who counts money Money Wrap Copyright Owner Media Net Unauthorized Reproduction Prohibition"
35,(주)헬릭스미스,2020.11.20. 오전 10:51,"[특징주] 헬릭스미스, ‘엔젠시스’ 美임상 3-2상 첫 투약에 이틀째 급등세", 헬릭스미스가 당뇨병성 신경병증 치료제로 개발 중인 유전자 치료제 엔젠시스에 대한 기대감으로 이틀째 급등세를 이어가고 있다.일 코스닥시장에서 헬릭스미스는 오전 시 분 현재 전 거래일보다 원 오른 만원에 거래되고 있다. 헬릭스미스는 장중 상승 폭이  이상 확대되며 만원에 거래되기도 했다. 전날 가격제한폭까지 올라 상한가를 기록한 데 이어 이틀 연속 급등세다.헬릭스미스가 전날 엔젠시스의 미국 임상 상 시험을 위한 환자 투약을 시작했다고 발표한 데 따른 결과다. 이번 임상 상은 미국 임상시험센터 곳에서 환자 명을 대상으로 진행된다. 지난달 말 기준으로 이중 곳은 기관생명윤리위원회 승인을 받았으며 곳은 환자 등록을 위한 마지막 확인 단계인 연구개시방문을 완료했다.헬릭스미스 측은 현재 개 임상시험센터에서 다수의 환자들에 대해 스크리닝이 진행 중이며 다음 환자들에 대한 투약이 연이어 진행될 것이라고 설명했다. 일반적으로 첫 투약 이후 단계는 빠른 속도로 진행된다..환경적 대화기구 헤럴드에코밀리터리 전문 콘텐츠 헤밀헤럴드경제 네이버 채널 구독   헤럴드경제  . 무단 전재 및 재배포 금지 ,"Helixmith has continued to soar for two days due to expectations for the gene therapy Engensis, which is being developed as a treatment for diabetic neuropathy.Helixmith is trading at 10,000 won as of AM on the Japanese KOSDAQ market, up one won from the previous trading day. Helixmith was traded at 10,000 won as the increase widened during the day. It has soared for two consecutive days since it rose to the price limit on the previous day and hit the upper limit.This is the result of Helixmith's announcement the previous day that it has begun taking patients for Engensis's U.S. clinical trial. This clinical trial will be conducted for patients at the U.S. Clinical Trials Center. As of the end of last month, these places were approved by the Institutional Bioethics Committee, and they completed the last confirmation stage for patient registration, the research initiation visit.Helixmith explained that screening is currently underway for a number of patients at the dog clinical trial center, and medication for the next patients will proceed one after another. In general, after the first dose, the stage proceeds at a high speed.Environmental Dialogue Organization Herald Communication Specialized Content Hemil Herald Economy Naver Channel Subscription Herald Economy No Reproduction or Redistribution without permission"
36,(주)헬릭스미스,2020.10.20. 오전 9:49,"[특징주] 헬릭스미스, 사모펀드 2500억 투자 손실… 11% 하락",헬릭스미스 주가가 일 장 초반 하락세다. 이날 오전 시분 헬릭스미스는 전일 대비 원 내린 만원에 거래 중이다. 헬릭스미스는 한때 코스닥 시가총액 순위 위에 올랐던 바이오 기업 헬릭스미스가 최악의 경우 상장 폐지될 위기에 처했다. 이 회사가 지난 년간 팝펀딩 등 고위험자산에 투자해 큰 손실을 본 것으로 드러나면서다.헬릭스미스는 지난 일 장 마감 이후 년부터 년간 사모펀드사모사채파생결합증권 등 고위험 자산에 억원을 투자했다고 공시했다. 지난해 매출의 배에 가까운 규모다. 같은 기간 투자한 상품만 개에 달한다.헬릭스미스는 옵티머스자산운용과 코리아에셋투자증권이 운용한 팝펀딩 관련 사모펀드에 억원을 투자했지만 회수한 자금은 억원에 그친다. 팝펀딩은 올 중순 억원 넘는 환매 중단 사태를 일으킨 개인 간 거래 업체로 현재 검찰 수사를 받고 있다. 투자위험 등급인 아너스 전문투자형 사모부동산투자신탁 호에는 억원을 투자해 억원만 회수했다. 또한 환매 중단 사태를 일으킨 독일 헤리티지 에도 억원을 투자해 한 푼도 회수하지 못했다. 회사 측은 부실 자산 외에 추가로 상환 중단 및 지급 지연이 발생할 가능성을 배제할 수 없다고 밝혔다.이남의 기자 ..고수들의 재테크 비법 영상 거품 뺀 솔직 시승기 머니기사 네이버 메인에서 보세요저작권자  성공을 꿈꾸는 사람들의 경제 뉴스 머니 무단전재 및 재배포 금지,"Helixmith's stock price is on the decline at the beginning of the day. Helixmith is trading at 10,000 won, down from the previous day. Helixmith, a bio company that once topped the KOSDAQ market capitalization list, is on the verge of being delisted in the worst case scenario. This is because the company has been found to have lost a lot of money over the past year by investing in high-risk assets such as pop funding.Helixmith announced that it has invested KRW 100 million in high-risk assets such as private equity, private equity, bond derivatives, and securities over the years since the close of the market on the last day. It is almost twice as large as last year's sales. Only the products invested during the same period amount.Helixmith invested KRW 100 million in private equity funds related to pop funding operated by Optimus Asset Management and Korea Asset Investment & Securities, but the recovered funds are only KRW 100 million. Popfunding is currently under investigation by the prosecution as an individual trading company that caused more than 100 million won in repurchase suspension in the middle of this year. The Honors Specialized Investment-type Private Real Estate Investment Trust, which has an investment risk rating of 100 million won, only recovered 100 million won. In addition, it invested 100 million won in German Heritage, which caused the suspension of redemption, and failed to recover a penny. The company said it cannot rule out the possibility of additional suspension of repayment and delay in payment in addition to insolvent assets.A reporter from another country...Watch the tips of the masters on NAVER's main page for the test drive without bubblesEconomic news money unauthorized reproduction and redistribution of copyright holders dreaming of success"
37,(주)헬릭스미스,2020.10.19. 오전 9:48,"[TF특징주] 헬릭스미스, 부실 사모펀드 489억 원 투자 소식에 '급락'",일 오전 시 분 현재 헬릭스미스는 전거래일 대비 . 내린 만에 거래되고 있다. 정용무 그래픽 기자유상증자 실패하면 관리종목으로 바이오 기업 헬릭스미스가 헤지펀드 등 고위험자산에 투자한 사실이 알려지며 일 장초반 급락 중이다.이날 오전 시 분 현재 헬릭스미스는 전거래일 대비 원 내린 만에 거래되고 있다.헬릭스미스는 지난 일 장 마감 후 공시를 통해 팝펀딩 관련 사모펀드와 독일 헤리티지 파생결합채권 등에 모두 억 원을 투자했지만 원금을 돌려받지 못하고 있다고 공시했다.앞서 헬릭스미스는 코리아에셋 스마트플랫폼전문투자형 사모투자신탁제호 옵티멈마켓브릿지 전문투자형 사모투자신탁호 코리아에셋 스마트플랫폼 전문투자형 사모투자신탁제호 등 개 팝펀딩 관련 사모펀드에 억 원을 투자했다. 펀드 모두 만기가 지났지만 자금 회수가 여의치 않자 만기를 연장한 상태다. 현재까지 회수한 자금은 억 원에 그친다.또 아너스 전문투자형 사모부동산투자신탁제호에 억 원을 투자했으나 억 원만 회수했으며 독일 헤리티지 에 투자한 억 원은 전액 돌려받지 못했다.헬릭스미스는 고위험 투자자산에서 대규모 손실 가능성이 발생하면서 연말 추진할 계획이었던 억 원대 유상증자 성공 불확실성이 커졌다. 특히 헬릭스미스가 유상증자에 실패할 경우 관리종목 지정으로 갈 가능성이 크다.헬릭스미스는 이번 유상증자 일정의 지연 연기로 연내 납입이 어려워질 경우 관리종목에 지정될 수 있다며 관리종목으로 지정된다면 이미 발행된 억 원 규모의 사모전환사채를 지급해야 한다고 밝혔다.이어 관리종목 지정으로 인해 직접금융시장에서의 자금 조달이 힘들어질 수 있고 이에 임상 진행 자금 및 운전자금이 부질해질 뿐만 아니라 현재 낮은 매출 규모 및 지속되는 영업손실 실적으로 금융기관의 차입금 만기 연장 거부 및 상환 압박으로 인해 심각한 유동성 위기를 겪게 될 가능성이 매우 높다고 밝혔다...   레전드 사진 얻는 방법  내 아이돌 응원하기 저작권자  특종에 강한 더팩트  .. 무단 전재 및 재배포 금지,"Helixmith as of Sunday compared to the previous trading day. It's trading in the Gulf of Cheung. If Jung Yong-moo fails to increase the paid-in capital of graphic reporters, bio company Helixmith is known to have invested in high-risk assets such as hedge funds as a management item, and is plunging in the beginning of the day.As of the morning that day, Helixmith was trading only at the won lower than the previous trading day.Helixmith announced in a public announcement after the closing of the market on the last day that it has invested KRW 100 million in both pop-funding-related private equity funds and German Heritage derivatives, but has not received its principal back.Helixmith previously invested KRW 100 million in private equity funds related to individual pop funding, including Korea Asset Smart Platform Specialized Private Equity Trust No. Optimum Market Bridge Specialized Private Equity Trust No. Korea Asset Smart Platform Specialized Private Equity Trust No. All funds have expired, but they have extended their maturity as they have not recovered their funds. So far, only 100 million won has been recovered.In addition, he invested 100 million won in the Honors Specialized Private Property Investment Trust, but only 100 million won was recovered, and the 100 million won invested in German Heritage was not fully returned.Helixmith's uncertainty over the success of the paid-in capital increase of KRW 100 million, which was planned to be pushed forward at the end of the year, has grown as there is a possibility of massive losses in high-risk investment assets. In particular, if Helixmith fails to increase its paid-in capital, it is highly likely to go to the designation of a management item.Helixmith said that if it becomes difficult to pay by the end of this year due to the delay in the paid-in capital increase schedule, it could be designated as a management item, and that if it is designated as a management item, it should pay KRW 100 million worth of private equity convertible bonds.He also said that the designation of management items could make it difficult to raise funds directly from the financial market, which could lead to a serious liquidity crisis due to financial institutions' refusal to extend loans and continued operating losses. How to get legendary photos Cheering on my idols, The Fact that's strong against copyright issues... Prohibition of unauthorized reproduction and redistribution"
