,0
33,"The day closed with a rising dog and a falling dog flat. Dizen down positive as stocks on the rise. S Comtech . etc. is an article produced in real time by a robot reporter in collaboration between Thinkpool, a securities company, and Financial News. Unauthorized redistribution prohibited"
34,"Kim Soo-hyeon Kim Soo-hyun's phone reservation sales exceed KRW trillion, and we expect net income of more than KRW billion this year. This is the content of a press release released by SComtech, a functional chemical material company listed on the KOSDAQ last month. Kim Soo-hyun phone refers to the Lenovo Zuke and products of China's Lenovo, which are equipped with mobile contents related to Kim Soo-hyun, the best Hallyu star. It is a kind of special edition product. However, S S Comtech, which was said to have hit the jackpot with Kim Soo-hyun's phone, was suspended from stock trading on the last day due to a creditor's filing for bankruptcy. Furthermore, it was pushed to the brink of expulsion after receiving a rejection of the audit opinion in the first half of the year. According to the Financial Supervisory Service of Japan, S Comtech received all audit opinions rejected on the separate and consolidated audit reports for the first half of the year. The consolidated sales for the first half of the year were 100 million won and the operating loss was 100 million won. Samjong Accounting Firm stated the reason for not carrying out the review procedure for related party transactions. Monthly subsidiary K Star Phone announced that it would launch Kim Soo-hyun phone in partnership with Beijing Shinki Factory Technology Co., Ltd., a subsidiary of Keyeast Lenovo, Kim Soo-hyun's agency. He also added an explanation that about 10,000 won in commission income is generated every time the unit is sold. Mr., who had a relationship with Lenovo, persuaded Keyeast, and it was a business structure in which S Comtech took on the role. SComtech, whose largest shareholder changed to Samsoo Holdings last month, was just looking for a new business. SComtech agreed to give Key East billions of won, and paid the down payment and interim payment, and Kim Soo-hyun finished filming the related content. However, problems arose when SComtech failed to attract funds. SComtech changed the balance payment date several times, but in the end, it was unable to pay the balance before the product promotion event to be held in China at the end of the year with Kim Soo-hyun in attendance, and the contract with Keyeast was terminated. However, Mr. When the company was established last month, Kim Soo-hyun's phone business was revived. Hallyu Star Phone resumed the Kim Soo-hyun phone business, claiming that it took over the portrait rights contract signed by Key East and a Hong Kong corporation. SComtech announced that it had invested in the Korean Wave Star Phone and invested more than KRW 100 million. According to SComtech's semiannual report, it is not confirmed that S S Comtech will acquire a stake in the Hallyu Star Phone. Also, SComtech's announcement related to the sale of Kim Soo-hyun's phone, released last month, seems to be significantly different from reality. According to market research firm Counterpoint Research, Lenovo sold 10,000 smartphones per month in the Chinese market. In fact, SComtech's announcement is highly likely to be false. It is analyzed that the sluggish sales of Kim Soo-hyun's phone are due to the fact that related contents were loaded on the old model Juke, which was released last month. S Comtech's stock price soared to KRW in last month's expectations for a jackpot. The stock price was won based on the closing price of the last day just before the transaction suspension. Meanwhile, S S Comtech answered that it was difficult to answer questions related to Kim Soo-hyun's phone because the person in charge was on vacation. Reporter Kim Geon-woo .. Do not redistribute"
35,"Reporter Yoo Hyeon-min S.S.Comtech, a KOSDAQ-listed basic chemical manufacturer, announced on the day that it had received a rejection of opinions both for consolidation and individual audit opinions on the report in the first half of this year..."
36,"S Comtech, a KOSDAQ-listed basic chemical manufacturer, announced on the same day that his creditor, Mr. Lee, had filed for bankruptcy with the Cheongju District Court. He explained that he is a creditor and that he has only received a copy of the receipt of the bankruptcy application, and that he plans to actively respond by identifying the details of the application..."
37,"S Comtech is on a sharp decline after hearing the news that the loan principal and interest was delinquent. As of the morning of the morning of the day, S S Comtech was trading at a won lower than the previous day. . The company said that it will be repaid by securing operating capital through capital increase in convertible bonds, etc. Reporter Jo Ara Hankyung.com . Habits that lead to success"
38,"It surged more than the fact that S Comtech took over a cosmetic company. As of the day, S S Comtech finished trading at a higher price than the previous trading day in the KOSDAQ market. SComtech, a manufacturer of basic chemicals, was the The company announced that it had decided to acquire the stake in cash for billions of won. The company explained that it was aimed at diversifying its business and entering new businesses. Recent Status Herald Economy . Unauthorized reproduction and redistribution prohibited"
39,"S Comtech announced on the morning of the coming Monday that it would hold an extraordinary general meeting of shareholders at the headquarters meeting room in Deokjeong-ro Beon-gil, Samseong-myeon, Eumseong-gun, Chungcheongbuk-do. The agenda items to be proposed include partial amendments to the Articles of Incorporation, appointment of executive director Yoon Taek Yoon Seong-hyeon Kim Geun-cheol senior outside director Shim Il-joo, etc. Lee Myung-cheol whether to save Daewoo Shipbuilding or not.. Deputy Prime Minister Shin Dong-bin, Yoo Il-ho, who is undecided... Unauthorized reproduction and redistribution of e-Daily, a comprehensive economic information media, is prohibited."
40,"SComtech is showing a downtrend on the news that a large-scale loan principal and interest arrears occurred. The circle that fell is recorded. It turned into a sharp decline in the first trading day since last month. Concerns over lack of liquidity, etc., are on the selling trend. This is equity capital. level. The company said that it is discussing repayment with the relevant financial institution and that it will be repaid by securing operating funds through capital increase in convertible bonds, etc."
41,"S S Comtech is weak on the news of expanding losses. As of the morning of the day, S S Tech was . It is trading at a lowered won. This is because there is a growing concern about the sluggish performance. SComtech announced that it recorded an operating loss of 100 million won last year through an earnings announcement the day before. The deficit widened more than the previous year. Sales amounted to billions of won. decreased, and the net loss for the year was KRW 100 million, with a loss of . Expanded. Lee Jae-ho The more you know, the more you fall in love with economic news Today's comprehensive economic information media E-Daily Prohibition of unauthorized reproduction and redistribution"
42,"SComtech announced on the same day that it had decided to issue 100 million won worth of bearer type, non-guaranteed, non-guaranteed private placement bonds to finance the acquisition of securities of other corporations. Separately, it announced that it had decided to issue 100 million won worth of bearer-type, non-guaranteed, non-guaranteed private placement bonds to raise other funds. In addition, to finance the acquisition of securities from other corporations, Incell’s Lee Kyung-jin, Lee Hyun-jung, and Han Jae-jun, etc. Ahn Hye-shin The more you know about economic news, the more you see today's comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
43,"Reporter Cho Min-jung, Sehan NSV announced on the day that they had changed from CEO Jin Chae-hyeon and Han-hyeok to CEO Jin Chae-hyun. This is due to CEO Han Hyuk's resignation for personal reasons..."
44,"Nano announced on the same day that it had canceled the contract to transfer 10,000 won worth of Nano CEO Shin Dong-woo's 10,000 shares of common stock to UPK Holdings. MegICS's oxygen concentration automatic control closed circuit device development project was selected as a national project by the Korea Health Industry Promotion Agency. Sehan NSV announced on the day that it would change the company name to NSV to enhance its corporate image. announced on the same day that it had acquired convertible bonds worth KRW 100 million in response to a request for early redemption from a creditor. It was announced on the same day that it had decided to issue convertible bonds. The coupon rate and maturity rate are respectively, and the maturity date of the bonds is year, month, and day. The merger due date is the next month, and the new stock listing is scheduled on the Monday. The ratio of merger between Jehospack and Yeonguk Clean is . Nuri Telecom announced on the same day that it had decided to dispose of it through the company. Nuri Telecom announced on the same day that the company's largest shareholder was changed from Cho Song-man and a related party person to .. It was announced on the day that it had decided to issue a rights issue in the form of a general public offering. First NC announced on the day that it would acquire convertible bonds worth KRW 100 million before maturity in response to a request for early redemption. announced on the day that it has decided The coupon rate and maturity interest rate are wa, respectively, and the maturity date of the bonds is year, month, and day. The coupon rate and maturity rate are respectively, and the maturity date of the bond is year, month, day. Trace announced on the day that it had decided to issue convertible bonds worth KRW 100 million. The coupon rate and maturity interest rate are wa, respectively, and the maturity date of the bonds is year, month, and day. Taeyang CNL announced on the day that Kim In-soo resigned for personal reasons and changed the existing system of CEOs such as Bang Heon-gyun and Kang Deok-shin. announced on the day that it had decided to establish Changwon Steel by splitting off the steel business division within the company. The due date for the spin-off is next month. In the retail sector, it was announced that it had decided to spin off Wawa Retail for the purpose of establishing a corporate governance structure for long-term growth. The spin-off company is a convenience store chain business division. The spin-off ratio is . A simple spin-off company is . The general shareholders’ meeting is held on the day of the month, and the date of division is on the same day as the date of registration of the division. He explained that he would be re-listed on the stock market and that the issued shares of the surviving company would be changed and listed. It was announced that it had signed a supply contract worth KRW 100 million with Health. The contract condition is the contract amount of 10,000 dollars, and the license fee is 10,000 dollars. The company explained that the expected sales target is 10,000 dollars and that the contract can be terminated if the sales target for consecutive years is not achieved. It was announced that it had decided to take over from the largest shareholder, Jayjun Global, in order to use the land and buildings located in the billions of dollars as an office building. In response to the public announcement of inquiries about the sale of shares, a sales lead was selected and the sale procedure was announced in earnest in the future. This is last year's sales. Due to the scale, the contract period is until the end of the month. Reporter Joo-Hyun Kim, real-time news that shows the money of the copyright holder Money Today Prohibition of unauthorized reproduction and redistribution"
45,"Still, we kept our pride in the Southeast region. The stock price flow of a number of listed companies in the Southeast region was extremely sluggish, enough to overshadow the recent stock boom, but some companies’ stock prices rose significantly. As a result of analyzing the stock price flow of listed companies such as KOSPI and KOSDAQ companies in the southeast region from Monday to Monday this year, it was found that the company on the top of the stock price rise was the engine. recorded ten thousand won. Wow, I rose. The sharp rise in the stock price is believed to be due to expectations for the sale. BHI Unison Haesung DS D Y Power Hyundai Mipo Dockyard Donga Geoji Nexen Tech Unitechno were also named among the companies with the highest share price rise in the Southeast region. A lot of attention is being paid to the future moves of companies such as Geological Nexen Tech and Unitechno. Unison, which possesses wind turbine technology and know-how in power generation complex construction, showed strength due to the Moon Jae-in government's anticipation for new and renewable energy policies. President Moon also presented a blueprint that would raise the proportion of new and renewable energy targets to the level by the end of the year. The fact that global demand for eco-friendly energy is increasing is also considered a positive factor. Although it was not listed in the rankings, the share price of Taewoong, a wind power-related industry, also declined during the same period. Dong-A Geology, which possesses the highest level of technological prowess in the field of geotechnical investigation and underground structure construction, as well as excellent performance, is also recording a steep rise as foreign investors are buying. Nexen Tech is also cruising based on differentiated technology related to electric vehicles, which are considered next-generation means of transportation. and Optrontech, a company specializing in optical components that manufactures camera module components for smartphones, etc. As they rose, they each established themselves as representative high-tech companies in the Southeast region. On the other hand, the companies whose stock prices fell the most in the Southeast region were in full swing. The closing price of Hanchang, which was KRW at the end of last year, fell to KRW based on the closing price of the previous day. Sehan NSV Korea Industry NK BMT Samyoung Mtech Busan Jugong Dongil Steel Gwangjin Wintech Woorim Machinery also recorded a sharp decline despite the booming stock market. Securities industry officials pointed out that the future value of the company should be carefully considered when investing in stocks, saying that the poor, poor, and rich will intensify in the stock prices of Southeast Asian companies depending on whether they possess differentiated technology. Reporter Cheon Young-cheol"
46,"Sehan NSV announced on the day that it had decided to change the coupon rate and maturity interest rate from to in relation to the issuance of convertible bonds worth KRW 100 million announced last month. The maturity date of debentures is also changed from year, month, day to year, month, day. Choi Jeong-hee heart-fluttering star pictorial E-Daily | Issue trends at a glance Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
47,"Ilkyung Industrial Development Designated as an insincere disclosure corporation Changed to Green Energy Holdings, the largest shareholder of Koentech, Debt guarantee of KRW 100 million to target subsidiaries Castek Korea decided to issue convertible bonds worth KRW billion Ro Sehan NSV CEO Han Hyuk resigned, Orbitec precision parts supply contract SNU deposition equipment won a winning bid for KRW 100 million Seoul Pharmaceutical Exports billions of erectile dysfunction drugs to Indonesia Fan entertainment nameless woman Manufactured and supplied for KRW billion BH decided to raise capital stock free of charge per share The latest trending trends gathered"
48,"The exchange announced on the day that it would grant an improvement period until the next month for Sehan NSV. This is the result of Sehan NSV's deliberation by the Corporate Review Committee on the same day in relation to the objection to the delisting of the company on the day of last month. The exchange said that trading will be suspended during the improvement period, and within one day after the improvement period ends, the improvement plan implementation statement will be reviewed. After receiving confirmation from experts in Korea, it was announced that it would hold a corporate review committee within one day from the date of submission of the documents to decide whether to delist the stock."
49,"Sehan NSV is on a sharp decline due to concerns about designation as a management item. As of the morning of the morning of the day, the stock price of Sehan NSV is recording a won decrease from the previous day. the day before. Following the sharp decline, the KOSDAQ market headquarters of the Korea Exchange announced on the previous day that Sehan NSV suffered an operating loss for the last year in a row, and if the reason is confirmed in the audit report, a reason for designation as a management stock may be added. Sehan NSV's operating loss last year was 100 million won, which was a . has been reduced Sales during the same period were . It recorded a decrease of KRW 100 million, and the net loss was KRW 100 million, with a deficit of . Reduced. Lee Hu-seop Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
50,"The following is the news of major stocks after the close of the stock market. BH Decided to issue a stock for each share of common stock. The new share allocation base date is the month and day of the month. On the same day, new stocks are distributed free of charge to shareholders registered in the shareholder register at the share-per-share ratio. The expected new stock listing date is Monday. Paradise Wall Casino sales are estimated to be in the billions of won. than this month. increased, but compared to last month. reduced number. The cumulative monthly casino sales this year were also higher than in the same period last year. Decrease in billions of won. Signed a sales contract with Seoul Pharmaceutical Indonesia for the treatment of erectile dysfunction in the amount of 100 million won. The size of this contract is equivalent to last year's sales. The payment date of the capital increase related to the discipleship allocation of KRW 100 million, which was first announced last month by Interbulls, has been postponed from today to the day of the month. This capital increase is to issue new shares to Jupiter Invest Top Plus Investment Association to raise operating capital. The original delivery date was Monday, but it was postponed twice including this time. The company explained that the bid amount corresponds to last year's sales, and that the bid was confirmed and disclosed before the conclusion of the main contract. The contract size corresponds to last year's sales. Special Constructions Doosan Construction and Gabul Construction signed a 100 million won contract for earthworks and structural works for the Donghae Line Pohang Samcheok Railway Construction Supply District Roadbed Construction Project. The total contract amount is . of last year’s sales, and the contract period is until the year, month, day. As Sehan NSV CEO Han Hyuk resigned for personal reasons, the CEO Jin Chae-hyun and Han Hyuk changed to the CEO Jin Chae-hyun system. SIT Global CEO Park Heung-seok was added. As a result of the appointment, the existing CEO Kim Eui-seo system was changed to Kim Eui-seo and Park Heung-seok respectively. The company explained that it was for quick decision-making on new business. Suntech Lee Cheol-jong and others filed a lawsuit with the Seoul Southern District Court for permission to convene an extraordinary general meeting of shareholders for the purpose of dismissing current CEO Choi Gyu-seon. The company explained that it will appoint a legal representative to respond actively. The deadline for responses is until pm on Sunday. The regular general meeting of shareholders is held at the Seongnam headquarters in the morning of Barunson. As the agenda for the shareholders' meeting, a bill to amend the Articles of Incorporation is proposed to add a large number of virtual reality-related businesses, online mobile game development and publishing businesses, etc. The agenda for appointing internal and external directors and auditors is also proposed. Castek Koreata Corporation issues convertible bonds worth KRW 100 million to Synergy Partners to acquire securities and raise operating funds. If all debentures are converted to common stock, it is equivalent to . compared to the total number of existing stocks. To raise funds for the operation of YD Online, a capital increase through discipleship allocation is carried out. The target for new share allocation is Kakao Kakao Games, and the issuance price of new shares is KRW. The payment date is Mon. Sun. Lee and others filed a lawsuit against the issuance of new shares with the Seoul Central District Court in relation to the issue of new shares in relation to the 100 million won capital increase announced on the day of the previous month. The company explained that it plans to actively respond in accordance with legal procedures through a legal representative. Designated as Ilkyung Industrial Development Insult Disclosure Corporation Suspension of daily common stock trading in accordance with relevant regulations. The management rights dispute that occurred last month was delayed two days later. Kim Young-hwan's heart-fluttering star pictorial E-Daily | Issue trends at a glance Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
51,"Sehan NSV is showing a sharp rise in the decision to acquire real estate released the previous day. It is being traded at the right Won. Last day, Sehan NSV announced that it had decided to acquire real estate worth billions of dollars in Yeongdong-gun, Chungcheongbuk-do, in order to generate profits and diversify its business through real estate development. Reporter Park Ji-ae All Goals in the World Celebrity news star that beats the story Parse Breaking Star Copyright Holder Financial News. Unauthorized redistribution prohibited"
52,Sehan NSV recently revealed that there are no changes other than the previously disclosed information through an answer to the announcement of notices related to significant market fluctuations. Reporter Kang-wook Cho .. All the fun card news in the world A window to see the world of today's fortune-telling economy. Unauthorized distribution of the Asian economy is prohibited.
53,The Korea Exchange announced that Ilsehan NSV has been designated as a corporation in disobedience due to overturning disclosures related to non-payment of convertible bonds. Reporter Yuri Kim .. All the fun in the world Card News Window to see today's fortune-telling world Asian economy Unauthorized reproduction and distribution prohibited
54,"Sehan NSV announced through a daily correctional disclosure that it would change the issuance target related to the issuance of convertible bonds of KRW 100 million announced on the previous day from registered director Jae-Yeol Ryu and others to Gongpyeong Savings Bank and Sejong Savings Bank. The coupon rate has increased from to , and detailed conditions have also changed, such as adding a put option call option. The payment date is one day. Yi-Jeok Park Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
55,"Sehan NSV announced on the day that it had decided to acquire the forest orchard plant in Jugok-ri, Yeongdong-eup, Yeongdong-gun, Chungcheongbuk-do, and the registration of the target price for the implementation license for 100 million won. It is expected to generate profits through real estate development and sales for the purpose of business diversification. The expected date of registration of the transfer standard is this month. Lee Myung-chul Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution"
56,"Sehan NSV announced on the day that outside director Chang-gyu Lee had resigned mid-term. Jeong-hee Choi, comprehensive economic information media E-Daily, is prohibited from reprinting and redistributing without permission."
57,"NSV, a KOSDAQ-listed company, held an extraordinary general meeting on the same day and announced on the same day that it had approved a plan to change its name to Sehan NSV. NSV also provided software development, distribution and Internet education and education information for business purposes to diversify its business. Consulting business, online information provider, etc. were added. In addition, Ryu Jae-yeol and Lee Gwangju Ha Hyun Han-hyeok were appointed as inside directors, and Lee Jung-hwan Lee Chang-gyu was appointed as outside directors..."
58,NSV announced on the day that it had decided to hold a general meeting of shareholders at its headquarters building in Busan on the 1st of next month. This is a meeting to change the company name from NSV to SehanNSV and to discuss the business purpose and appointment of directors.
59,"Sehan NSV announced that it would convene a regular general meeting of shareholders at its headquarters in Gangseo-gu, Busan, on the morning of this coming Monday. Reporter Hae-Young Kwon .. The strongest, fun and delicious recipe Yang Nak-gyu's window to see the world Economics to view Asian economy Unauthorized distribution is prohibited."
60,"The Bell | This article was published in the capital market media Money Today on Monday. NSV, a listed company on KOSDAQ, announced that it had received the latest version of certification from the American Petroleum Association in Japan. The American Petroleum Association establishes relevant standards for oil and gas drilling facilities and petrochemical-related fields and grants related monogram certification marks. For manufacturers of certified products, management and supervision necessary to maintain certification is carried out, and product-specific certifications for oil and gas drilling facilities and equipment are also provided. It was developed as a norm for certification and service related to safety and quality and devices. Companies that have received the monologue certification are located in more than one place around the world. In order to obtain this certification, the manufacturer must comply with the latest edition by applying all the requirements of the manufacturing date, product specification, standard, and , and a certification permit can be granted through a rigorous examination. Manufacturing products within the scope of certification permits to maintain functions, including resource processes and technologies, and provide an opportunity for licensed manufacturers to easily recognize and identify them in the field. Even if it acquires this certification, it has to pass the renewal review every year. NSV said that it has been internationally recognized for its technological prowess in valve production, and said that it will have a very positive effect on future overseas orders. Real-time news where money is visible Money Today, unauthorized reproduction and redistribution prohibited"
61,"The Bell | This article was published in the capital market media Money Today on Monday. NSV, a listed company on KOSDAQ, received an appropriate annual audit opinion and avoided the risk of delisting. In the re-audit of the corporation, it was stated through a correction disclosure that the audit opinion received an appropriate re-audit result. Although the final judgment of the Corporate Review Committee remains, the company expects that trading will resume. An NSV official said that there are only a handful of cases in which a company that had a reason for delisting after receiving an audit opinion was rejected and returned with an appropriate opinion. As a result of the audit of the corporation with monthly settlement of the business year, he explained that most of the companies with limited opinions did not return to the stock market. It will be submitted to the exchange by the afternoon of the same day, the final deadline. The exchange will hold a corporate review committee within one day from the date of submission of documents to review and decide whether to resume trading within one day from the date of deliberation."
62,"In response to the Korea Exchange's request for disclosure related to the stock price surge, NSV said that it is currently in the consultation and review stage to acquire tangible assets and will disclose it as soon as it is confirmed. Reporter Kim Do-yoon, copyright holder Real-time news that shows money Money Today prohibits unauthorized reproduction and redistribution"
63,"NSV, a KOSDAQ-listed company, is accelerating its re-audit with the goal of resuming trading at the beginning of the month. An NSV official said that after signing a re-audit contract with Samil Accounting Corporation on the last month, he said that he faithfully carried out the implementation items during the improvement period granted by the Korea Exchange and submitted an expert opinion to the accounting firm. After the transaction was suspended last year due to the loss of the corporate seal book, SV was given an improvement period until the following month. If you submit a statement of implementation of the improvement plan within one day from the end of the improvement period, and an expert confirmation of the result of the implementation of the improvement plan, the exchange will decide whether to resume trading within one day. Normalization of performance is in progress, such as success. In addition, last month, the management dispute was closed, as former CEO Jin Chae-hyun regained his acting position as CEO. NSV officials have spread all kinds of rumors and false information in the meantime, but there have been attempts to obstruct the re-audit, such as the illegal holding of the board of directors. He said that he had been preparing for the resumption, and that he had prepared well for the final due diligence and that he expects to resume trading from the beginning of the month upon receiving an appropriate opinion from the accounting firm."
64,"NSV announced on the day that the suspension of trading had been lifted. It is explained that the exchange decided to maintain the listing after receiving an appropriate audit opinion in the annual audit report. NSV received a rejection of opinion on the audit report from the accounting firm this year, but it was appropriate as a re-audit opinion. Reporter Dahee Kwon ..Real-time news that shows the money of the copyright holder Money Today Prohibition of unauthorized reproduction and redistribution"
65,"Appointment of ex-CEO Jin Chae-hyun as acting director Success in turning to black in the quarter, expected to resume monthly trading As the dispute over management rights of NSV, a KOSDAQ-listed company, entered a sealing phase, re-audit work to resume trading also accelerated. In the last quarter, expectations for the resumption of trading are rising, such as recording a profit for the first time in a year. NSV announced that former CEO Jin Chae-hyun has restored his acting position as CEO. This is the result of winning the injunction lawsuit filed against Director Joo Ho-hyeon by a person other than CEO Jin. The board of directors held a board meeting at a coffee shop in downtown Seoul on the last day of last month and passed the agenda to dismiss CEO Jin and appoint the main director as the new CEO. In the process, when there was a lack of a quorum, he called Shin Hyo-geun, another inside director, and asked him if he would like to change the representative, then wrote the minutes of the board of directors and applied for registration. In order for the board of directors to be established, they must make decisions through mutual exchange of opinions and attend the entire process from the opening of the meeting. It is highly likely that the re-audit work of Samil Accounting Firm, scheduled for the middle of next month, will proceed normally as Director Jin recovers his position as CEO. NSV was given an improvement period from the Korea Exchange after trading was suspended last year due to loss of the corporate seal book. After re-audit, trading can be resumed if it passes the review of the Korea Exchange. In particular, the successful turnaround in the last quarter is expected to act as a positive factor. NSV recorded KRW 100 million in sales and KRW 10,000 in net profit on a quarterly consolidated basis. An NSV official said that it was able to achieve a profit through organizational restructuring and management efficiency improvement, etc. He said he had hopes that the transaction would resume from"
66,"NSV announced that the Busan District Court upheld the judgment of citation in a lawsuit filed against the company by Jin Chae-hyeon, Shin Hyo-geun, and Kwon Eun-eun against the company. Until the judgment on the merits is finalized, the debtor said that he should not execute the duties of the CEO of NSV, and that during the period of suspension of the debtor's duties, the creditor Chae-Hyeon Jin was appointed as the representative director of NSV. Reporter Chae Seon-hee, Hankyung.com Habits that lead to success"
67,NSV announced on the day that it would close the shareholder list from next month to Sunday due to the confirmation of right shareholders for the extraordinary general meeting of shareholders.
68,"NSV made a daily announcement that Kim Nam-hoon, outside director, had resigned mid-term for personal reasons."
69,"NSV announced on the day that the largest shareholder, CEO Jin Chae-hyeon, received a capital increase in Manchuria through a disciple allocation capital increase. CEO Jin's stake is .. C. Reporter Baek Ji-soo .. Real-time news that shows the money of the copyright holder Money Today Prohibition of unauthorized reproduction and redistribution"
70,"NSV, a KOSDAQ-listed company, announced that the largest shareholder would be changed from Human Planning on the 21st to Mr. Chae-hyeon Jin through a paid-in capital increase through discipleship in Japan. .The stake held by Human Planning 21, the largest shareholder, has decreased by .points compared to the previous one..."
71,"NSV announced on the day that it would issue a capital increase of 10,000 shares of common stock. The K-Pop Mall raises KRW 100 million in operating capital through the method of allocation increase by discipleship. The price per share of the capital increase is KRW. Reporter Lim Gwang-bok A celebrity news star who shows off a cool and hot parsing, the copyright holder Financial News. Unauthorized redistribution prohibited"
72,"Sehan NSV Audit Opinion Rejection Requirements for Delisting Audit Opinion Limited Audit Report Suspension and Expulsion Crisis of BNC Company Even when allegations of embezzlement and breach of trust were revealed during the audit process, the submission of audit reports for monthly settlement companies listed on the domestic stock market was closed. This year, some listed companies, including Sehan NSV, received their opinions rejected by external auditors, and some failed to submit audit reports by the deadline. There are also listed companies that have been found guilty of embezzlement during an audit. Stock market experts urged companies to take a conservative approach with regard to the submission of an audit report, which is one of the important criteria for deciding whether or not to exit a listed company insolvent. Sehan NSV did not receive an audit opinion from an external auditor. The Korea Exchange explained that it would proceed with the delisting procedure if there is no objection, saying that it is the reason for delisting according to the manufacturing regulations of the KOSDAQ market listing. With Accounting Firm, an external auditor of Sehan NSV, explained the reason for refusing the opinion that the audit procedure could not be performed, saying that the reliability of the internal accounting management system was seriously damaged. In addition to this, Korea Pacific Ship Investment Company, as well as Korea Hohoho, are expected to be expelled from the domestic stock market as their audit opinion is rejected. BNC Company submitted an audit report on the last day, but Hanshin Accounting Firm, the auditor, gave a limited opinion due to the limitation of the scope of the audit, saying that it could not obtain audit evidence on the possibility of recovering short-term loans to specific clients and the performance of investment assets. When a violation of the Act on the Aggravated Punishment of Specific Economic Crimes occurs, it undergoes a substantive examination of eligibility for listing on the Korea Exchange. KSP filed a complaint with the Busan District Prosecutor's Office over a 100 million won accusation of breach of trust against the former CEO. Winova sued the finance director on suspicion of embezzlement worth KRW 100 million. The exchange has designated Winova as the subject of a substantive examination for listing eligibility. Failure to adequately explain in the substantive examination may result in expulsion from the stock market. Delay in submitting a report is an excuse for exclusion of small and medium-sized stocks to be evacuated. Auditors often insist on conservative accounting treatment, so there are cases where there is a big difference from the performance through internal settlement. One of the reasons for delisting is the fact that there is an operating loss for consecutive years. An exchange official advised that external auditors should submit an audit report to the company at least one week before the regular general meeting of shareholders, and that they should be careful when investing when submission of the audit report is delayed. Regarding the opinions of external auditors, listed companies that led to delisting exceeded the total number of open companies. As such, the KOSDAQ market slump continues as the advisory for insolvent companies falls. This is because small and mid-cap stocks are perceived to be relatively less stable than large-cap stocks, and the reason for delisting is stricter than that of the stock market, so investors are reluctant to invest. If a KOSDAQ-listed company receives an opinion that limits the scope of the audit, it leads to delisting, but a listed company on KOSPI ends up being designated as a management item. One small-cap analyst said that even malicious rumors related to the audit report could be an excuse for a sell-off. Reproduction and redistribution prohibited"
73,"The following is the news of major stocks after the closing of the market. The Sehan NSV Korea Exchange grants an improvement period up to the month of the month through the deliberation of the daily screening committee in relation to the objection to the delisting of Sehan NSV, and continues to suspend trading during the improvement period. Shinwon Comprehensive Development Shinwon Comprehensive Development announced that it had signed a share transfer contract with the acquirer Woo Jin-ho for 10,000 won. Accordingly, the largest shareholder was changed from Estrogen to Jinho Woo. The KSP Korea Exchange reflects the deliberation result of the Japanese corporate review committee, grants a month for improvement, and asks the company to submit a statement of implementation of the improvement plan within one day and a confirmation from an expert on the outcome of the improvement plan. revealed. The exchange announced that it would hold a corporate review committee within one day from the filing date to deliberate on delisting and decide whether to delist within one day from the delisting date. revealed. Accordingly, the largest shareholder changed from Foosung HDS and others to Green Energy Holdings. Sempio Sempio announced that he would change his business from other food manufacturing industries to corporate headquarters holding company and management consulting service business. Converted to a holding company in accordance with the Monopoly Regulation and Fair Trade Act. Wayport Co., Ltd. Wayport Co., Ltd., a subsidiary of Zhejiang Aspect Electric Co., Ltd., recorded a net profit of . Seohwa Information and Communication announced that the largest shareholder of Seohwa Information and Communication had changed to Skywinds Technology. The down payment is 100 million won. Phosphoric acid and phosphoric acid price announced that they had obtained a patent for the bamboo salt melting furnace from the Korean Intellectual Property Office. Samkwang Glass announced that Samkwang Glass changed from CEO Lee Bok-young to Lee Do-haeng CEO Lee Bok-young system. Shinwon Korea Exchange has a short-term overheat relief device for Shinwon We urge investors to exercise caution, saying that Designated as an investment stock for one day. Non-life insurance The Korea Exchange announced that it would designate non-life insurance as an investment caution item for one day due to the concentration of transactions in minority accounts. CB announced that it would change its company name to Bioville. The Korea BNC Korea Exchange announced that BNC Korea was classified as a daily rising stock with an excessive amount of involvement in buying a minority account on the same day, and designated as a stock for one day investment. Testes is a semiconductor equipment Announced that it has obtained a patent right from the Korean Intellectual Property Office for a showerhead, a technology applied to automobiles. The Kia Motors Korea Exchange demands the disclosure of inquiry about Kia Motors investing KRW trillion in India to establish a factory. Relevant disclosure is due until the date. Vident Korea Exchange announced that, in relation to the objection to the delisting of the previous month, through the deliberation of the company review committee on the day of this month, the improvement period was granted until the month of the month, and it was decided to continue trading during the improvement period. Government General Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
