,0
183,"DS is falling sharply as it has the highest debt ratio among KOSDAQ companies. As of the morning hour, DS is lower than last Friday. It is being traded at a drop of KRW 1,000. DS recorded the highest debt ratio among KOSDAQ monthly settlement companies as the debt ratio, which was . as of the end of last year, rose until the end of the first half. Live video of unmarried people in the United Arab Emirates or more 1,000 years ago Siberian princess tattoo revealed Pair woman's job controversy until acting in adult TV show Kang Ye-bin A sexy glamor star's fresh smile"
184,"DS, an electronic component company, is expected to turn into a profit this year thanks to strong sales of its Chinese subsidiary. DS announced on the day that its Chinese subsidiary turned to black in the quarter this year thanks to strong sales of its main businesses such as dragons. He explained that the company recorded an average of $10,000 in sales per month thanks to an increase in supply and recorded a profit. rather than a branch. This is an increased number. DS expects a clear improvement in performance as the Chinese subsidiary starts supplying low-power direct type to major customers from the second half of the year. DS applied optical bonding technology for the first time to inch electronic signage installed in Japanese subway stations. Optical bonding is a technology that improves the visibility degradation caused by the air gap between the display tempered glass and the display. It is expected to supply optical bonding to the domestic market as early as the quarter. Lighting is also producing results. DS seized the opportunity to grow its business, such as being designated as a lighting company by Philips. Recently, it also signed a lighting supply contract with Osan City. DS turned to a loss by making an operating loss of KRW 100 million, and the loss increased to KRW 100 million last year. A DS official said that the company will be able to achieve an annual surplus this year after wiping out its losses over the past year thanks to increased sales and improved profitability with the headquarters and affiliates. I will change my phone. I asked why the phone was coming. After Park Tae-hwan was disqualified, immediately after being disqualified, Lady Gaga revealed nude in an interview with Sun Yang Hot fan service Sun Yang gold medal was interviewed by Park Tae-hwan Tears Park Tae-hwan I should be more scolded... Unauthorized reproduction and redistribution of Money Today is prohibited."
185,"DS Electron, a subsidiary of DS, a manufacturer and manufacturer, announced on the day that it had signed a cooperation agreement with Osan, Gyeonggi-do for lighting business. For the establishment of a plant factory to be established in Osan, Osan City and DS Electron Filler Green will promote lighting business with officials of Philips Electronics in attendance. They signed the agreement and promised to promote the lighting business in the future. Currently, the city of Osan is working with Philips to replace the lighting in the building with lighting, and DS Electron has been selected as the lighting application operator. In the project, DS Electron is in charge of indoor and outdoor lighting, and plans to meet the lighting duty replacement ratio stipulated by law, starting with public facilities. As local governments are also carrying out the lighting replacement project, the goal is to expand the cooperation with Philips not only to Osan City but also to other local governments. It is explained that cooperation with Philips can not only increase sales but also lay a foothold for corporate growth. DS CEO Oh In-hwan said that this cooperation is the result of stable lighting of the unrivaled technology accumulated in the display business so far. He said that he would achieve even greater results in the lighting business as much as he opened the door.. Appeared as a chaebol in the Mercedes-Benz real estate Netizens criticize the Mercedes-Benz truth-sang-nyeo Controversy Initiate the police investigation No domestic seats Boom Why Global Miss Bikini Contest Worst Women Selected Tears of a half-price apartment Half-price bid for a Gangnam apartment Herald News Herald Economy . Unauthorized reproduction and redistribution prohibited"
186,"It is a digital signage developed in cooperation with its subsidiary DS Electron, a digital signage developed by the company and its manufacturer DS Electron, and is pioneering new markets at home and abroad. It is a field that is growing rapidly every year, starting with public service. DS Electron has already installed digital signage with large screen sizes applied to major KORAIL subway stations, including Bundang Line and Gyeongchun Line, through its subsidiary DS Electron, and provided various services to users. Information and interactive communication advertisements are provided and related businesses are generating new sales. In addition to the currently installed stations, additional digital signage supplies are scheduled to be supplied to about stations in the metropolitan area this year, including national railways, so DS and DS Electron will aggressively expand sales in related fields in the future. At the same time, it was well-received in terms of video display and design of a pilot installation of a product for route guidance on the Tokyo subway through Japan Signal, a Japanese system specialist. It is planned to be installed on all lines in Tokyo and all subway stations in Japan. In particular, the product supplied to Japan is meaningful in that it is the first product to be launched by applying DS's optical bonding technology. It is an explanation that the optical bonding technology will be strategically marketed with differentiated competitiveness in the digital signage market with the know-how accumulated in the display industry. The biggest advantage is to provide a clear screen anytime, anywhere. In addition, the frame can be made thinner, so it can be used in future design. A DS official said, “With its unrivaled technology in the display field, it is already getting good results in domestic and international market penetration. He said that he would be able to achieve it.. A monster body was found in the heavens on Mt. Baekdu. Chinese media reports Ko So-young Love scene Jealousy I see with a hawk's eyes I see aliens I really do exist Agent Confession Shock The world's largest swimming pool The reason why you have to be tall It's sad even if it's small Up to this, the Herald's live news Herald Economy. Unauthorized reproduction and redistribution prohibited"
187,"Allianz Global Investors Asset Management announced on the day that it had newly acquired 10,000 shares of DS stock through an exchange-traded purchase in this month. DS sold 10,000 million won worth of registered treasury common stocks through after-hours mass trading to secure stock liquidity and improve equity capital efficiency. Among them, Manchuria was acquired by Allianz Management. Currently, DS's headquarters in China is turning around, and the turnaround is being visualized. Through this, the growth potential is being positively evaluated by large investment and investment companies. In particular, long-term competitiveness It is quite encouraging in terms of DS's new business capabilities and growth in the future that Allianz Management, which evaluates and invests in the company, has decided to make this investment and has an ideal that is classified as a long-term investment. Bus knee woman Another eyewitness appeared The truth is bus knee woman witch hunt, but again, the truth is to get rid of the area that destroys Huh Kyung-young's local emotions Herald Economy. Unauthorized reproduction and redistribution prohibited"
188,"DS announced on the day that it would exercise the preemptive right for Manchuria. This is relative to the total number of issued shares. In terms of scale, the exercise price is the original date of listing. The key to investing in the Asian economy in my hand, which can be found anytime, anywhere... Reporter Bae Ji-hwan A window to see the world An economy-viewing view of the Asian economy Unauthorized reproduction and distribution of the Asian economy Shocking divorce suit Na Hoon-ah I found out that my wife was the Jang Yoon-jung rumors and confessed shock Kim Gu-ra, who had fallen asleep, was so worried about his son, but in the end, ginseng polysaccharide has excellent anti-cancer immunity enhancement effect."
189,"It was announced on the same day that DS, the manufacturer and the company, exercised warrants for a total of 10,000 shares. The DS side announced on the day that CEO Lee Seung-gyu exercised tens of thousands of shares and CEO Oh In-hwan exercised the rights to purchase new shares. He explained that it would not be a burden. Above all, this exercise of warrants is an expression of the firm's will to improve the company's performance in the future. The goal has been revealed. The exercise of the warrants will increase the total number of issued shares by . This corresponds to the expected date of the coming month. Reporter Lee Jin-yong. Netizens are hook-killer Park Won-soon in one shot Laughing pair Marriage Ho couple Birth month Dating escape from love Pregnant woman assault Chae Seon-dang Public belly never kicked Full-scale Korean answers Student teachers are both sensible Real Bread Shuttle Starcraft Shuttle Bread Transport Laughter Herald Live News Herald Economy. Unauthorized reproduction and redistribution prohibited"
190,"DS announced on the last day that it had decided to dispose of 10,000 shares of its treasury stock through over-hours block trading in order to secure stock liquidity and improve equity capital efficiency. The expected disposal amount is 100 million won. Missing female university student in Busan launches North Korean rocket Gwangmyeongseong from a lake with earphones on. Why is it that today Noh Hee-ji is a stormy little cook? Why did the cell phone turn on after the disappearance of a missing female college student in Busan? Unauthorized reproduction and redistribution prohibited"
191,"DS Steel announced that it had signed a share transfer agreement with Il Je-won, which entails a change in the largest shareholder. DS Steel's largest shareholder, Im Sang-ho, decided to hand over all the work to Je-won Lee for a total of Manchuria per share. The total amount of the acquisition is billions of won. Chosun Biz Hot News Hundreds of millions of Evaporative KakaoTalk a day How disgusting is Honeymoon Pure Silver Poor.. Worrying about debt even to the grave Avoid paying interest even if you are in debt The latter half of law school starved for more than a month in the era of Japanese warfare ."
192,"Standard data Month, date, time, month, hour, hour, hour Investment trust An investment trust refers to the creation of trust property by collecting funds from general investors, and investing and operating the property in specific securities. In the case of general investors, there is a risk due to lack of professional knowledge or experience in stock investment. Real-time soaring stock capture Click to download the program ... Breaking the opening price during the day Features Judi ID Dongyang Steel Pipe First Tech Excellent Solgo Bio Specco Dae ATI Samick Instrument Shinsung Solar Energy Kia Motors Korea Electric Power M Venture Investment DS Koen Tech China Ocean Resources Optron Tech BH Celltrion Kangwon Land Hansol Paper Actor Kim Ji-young This investment is a topic of interest in the rate of return of the hotel-style villa we invested in Park Ji-sung, No, we are shocked by the fast-going staff. The world river is humiliated to Korea and Japan. Korea has gained power that the world cannot ignore."
193,"DS Steel announced that it has decided to acquire 10,000 shares of SV, a new and renewable energy supplier, for KRW 100 million in order to diversify its business operations. After the acquisition, the stake ratio is. ."
194,"Enterprises specializing in rear light source devices, which have exceeded KRW trillion in sales, are continuing to run in the red due to difficulties in finding a way out in new businesses. As a result, Hansol Technics recorded an operating loss of KRW 100 million until the quarter of this year, exceeding the total operating loss of KRW 100 million last year. By the quarter, sales were in billions of won, about . The size of the solar power business, which was the existing flagship business, continued to decrease, and the solar power business promoted as a new business also fell into slump. The business said that the supply is increasing every quarter this year. DS recorded an operating loss of KRW 100 million until the quarter of this year, and the deficit was about . got bigger Sales were in billions of dollars, compared to the same period last year. The financial structure deteriorated as new businesses such as optical bonding power semiconductors, which had been ambitiously prepared for this year, were delayed and losses continued. A DS official said that the new business is expected to start in earnest early next year, and as the risk of delisting or designation of management items has decreased, conditions have been prepared to focus on new businesses. It continued to record losses. Compared to the same period last year, the amount of operating loss was about . decreased Quarterly sales are in billions of dollars. It decreased. Taesan LCD liquidated the dragon light source business and changed its business direction to finished products. Last month, it entered the market by selling inches of 10,000 won through an online shopping mall auction. The business set a goal of generating more than 100 million won in sales in the second half of this year, but it is not expected to be easy to achieve given the recent sales situation. He said that he is also preparing for R&D. Full-time sales of a chicken restaurant Part-timers at a chicken restaurant shock chicken Feeding feed that kills flies Key to sexual scandal clarification A woman forcibly resigns as President Park Geun-hye and is buzzing... Job security After graduating from Mr. Pizza Department, you are being deceived The secret of eggplant finance Apply now for an investment concert for successful stock investment."
195,"Securities Department E-Daily Newspaper Anytime, Anywhere in Your Life Smart Economy Comprehensive Broadcasting E-Daily Real-time news and stock market financial market in the palm of your hand E-Daily E-Daily Korea's best financial information terminal for mobile service experts E-Daily Market Point . Korea's best securities expert broadcasting E-Daily Customer Service Center Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution prohibited"
196,"DS, a liquid crystal display device manufacturer, has a huge debt-to-equity ratio. Whenever the debt ratio is announced, it is surprising that it is alive. As of the end of the quarter, DS's debt ratio was 10,000. Total equity is only one billion won, but total liabilities reach billions of won. Its total assets are in the billions of won. You can see that DS's debt-to-equity ratio is unparalleled just by looking at the top companies in the debt-to-equity ratio. Ssangyong E&C, a great person, is just as good as Mtek Vision and Humantech Korea. DS, however, began to actively lower the debt ratio. The first thing we did was sell our affiliates. DS decided to sell billions of shares of DS Asia Holdings, a trading company in Hong Kong, for billions of won at a board meeting on the last day. The disposal price is close to . of equity capital. DS Asia Holdings was valued at billions of won on books. Based on this calculation, the total profit is estimated to be in the billions of dollars. The remaining equity value is approximately 100 million won based on the sale price. However, DS does not take all the profits in cash. DS plans to use the sale proceeds to offset the trade liabilities of its partners. As of the end of the month, DS's trade receivable is 100 million won, and when offsetting is completed, the debt will be reduced to about 100 million won. In addition, the debt-to-equity ratio falls from the bay to the same. As DS plans to securitize its assets in the future, there is a high probability that the debt-to-equity ratio will gradually decrease. the day before. After falling, it also fell more than once in work. Investors who bought at the high the previous day suffered a loss of . in two days. However, it recovered slightly at the end of the day, and the closing price was higher than the previous day. It was a lowered won. The decline in the stock price can be attributed to the fact that favorable news has been reflected in advance. DS rose every day except for one day during the trading day, including the rise to the daily price limit. It can be estimated that profit-taking properties are coming out. Another reason is the concern that the future growth engine will be lost if the main affiliates are sold one after another. DS has made a profit only once since 2011 and is running a loss every year. DS Electron, DS Power Tech, DS Suzhou, and Bright Wonder Electronics, which are its main affiliates, are also in the red. An industry insider pointed out that if DS Asia Holdings was sold at a good price, concerns could be raised that it might have given away a promising company in vain. Another official said that it is a pity that investors cannot expect to advance into new businesses because the proceeds from the sale do not flow into cash. After the state election, subway opening within the year The secret of bleeding discount on cell phones at 10,000 won in the area near the botmul station."
197,청년 취업난 해소를 위해 글로벌 취업과 창업을 확대하고 좋은 일자리를 만들어 정부가 적극 기회를 만들어주고자 한다.박근혜 대통령 당선인의 최근 일성이다.올해 벤처기업 만개 시대 도래가 확실시되는 가운데 새 정부의 벤처를 향한 관심도 그 어느 때보다 뜨겁다. 벤처업계 기대감도 한껏 부풀어 올랐다. 하지만 현실은 장밋빛만은 아니다. 국내에서 사실상 성공한 벤처기업의 기준으로 여겨지는 코스닥코스피 상장 비율은  남짓에 그친다. 개 중 개 정도가 그나마 중소기업으로 올라선다는 의미다.  보고서에서 이제는 벤처기업 수만 늘리는 데 그칠 게 아니라 미국이나 이스라엘처럼 성공률을 높일 수 있도록 패자부활이 가능한 벤처 생태계를 조성할 시점이라고 지적한 점은 의미심장하다.그저 숫자만 만개가 아니라 침체된 우리 경제에 활력을 불어넣어줄 벤처 만개 시대를 만들려면 어떻게 해야 할까.벤처 제 전성기수치 급증했지만 문제는 성공률온라인 영어회화 학습 프로그램 토크리시를 서비스하는 드리머스에듀케이션의 오상준 대표. 그는 여년 전 일을 생각하면 지금도 가슴이 철렁한다.  벤처 붐이 한창이었던 년 오 대표는  아바타를 이용한 온라인 게임을 론칭했다. 그러나 벤처 붐이 꺼지면서 투자자금이 끊겨 울며 겨자 먹기로 사업을 접어야 했다.사업 실패 후유증은 생각보다 컸다. 기술보증기금에서 융자받은 자금 억원을 갚지 못해 신용불량자로 전락했다. 직원 급여를 못 줘 고용노동법 위반으로 법정에도 섰다. 집행유예 년에 한때 가족도 뿔뿔이 흩어져야 했다. 찜질방에서 자고 끼니를 굶는 생활이 이어졌다.민간 투자 유치한 벤처기업 .뿐그렇게 주저앉을 수는 없었다. 당장 생계가 막막해진 그는 한  회사에 입사했다. 년간 근무하며 재기를 위한 자금을 모았다. 년 회사를 그만두고 다시 한번 창업에 도전했다. 퇴직금 만원과 투자 파트너로부터 지원받은 만원을 모아 오디션 잉글리시라는 온라인 영어 게임을 개발했다. 이게 대박이 났다. 억원을 받고 국내외 판권을 한빛소프트에 매각하며 남은 빚을 대부분 청산했다. 이후 년 개발한 토크리시는 현재 삼성 를 비롯한 대기업과 하이스트 정철어학원 등에서 영어학습 프로그램으로 채택됐고 회사는 지난해 연 매출 억원 회원 만명의 탄탄한 기업으로 성장했다.벤처기업 만개 시대가 눈앞에 다가왔다. 벤처확인 공시시스템 벤처인에 따르면 지난해 말 기준 벤처 인증을 받은 벤처기업은 만개. 최근 년 동안 연평균 개가량 벤처기업이 증가했던 걸 감안하면 연내 벤처 만개 시대가 도래할 전망이다.벤처기업이 늘면서 년대 말년대 초 벤처 붐 이후 년 만에 또다시 제 벤처 붐 기대가 커졌다.년대 초반 변대규 이민화 조현정 장흥순 등 벤처 세대들이 창업한 초기 벤처기업이 하나둘 나타났다. 세계  시장이 호황을 맞고 김대중 정부가 적극적인 벤처 육성에 나서면서 년대 말부터 년대 초까지 벤처업계는 초활황기를 구가했다.하지만 급하게 뜨거워진 벤처 열기는 금세 과열 양상으로 치달았다. 액면가 원짜리 주식이 수십만원에 거래되는 일이 비일비재하자 투자자들은 대박 꿈에 빠졌다. 회사 이름에 인터넷 테크만 붙어도 투자금이 우후죽순 몰려들었다. 그러나 년 초 미국 닷컴 버블이 붕괴되면서 한국 벤처기업도 줄줄이 역사 속으로 사라졌다.벤처기업 수는 년 만개에서 년 개로 년 만에  급감했다. 그렇게 끝난 것처럼 보였던 절대 다시 오지 않을 것으로 여겨졌던 벤처 붐이 최근 또다시 나타나고 있는 셈이다.정부도 벤처기업 육성에 나섰다. 중소기업청과 벤처기업협회는 올해 선도벤처연계 창업 지원금을 대폭 늘렸다. 지난해 억원에서 올해 억원으로 증가했다. 창업 년 내 초기창업자와 예비창업자가 최대 만원까지 사업비를 지원받을 수 있다. 한국콘텐츠진흥원은 멘토링 프로그램 자금을 지원하며  벤처기업의 해외 진출을 돕는다.인수위도 벤처기업 지원에 팔을 걷어 붙였다. 벤처기업을 창업했다가 실패한 청년들이 정부 기업이 조성한 펀드를 통해 재창업 보조금을 받는 방안을 추진 중이다.벤처기업 수가 급증하고 있지만 진정한 벤처기업 전성시대로 보긴 이르다는 분석도 많다. 순수한 의미의 벤처기업은 그리 많지 않기 때문이다.한국개발연구원에 따르면 벤처캐피털이나 엔젤투자자로부터 기술력 성장 가능성을 인정받아 투자를 유치한 순수한 의미의 벤처투자기업은 전체의 .에 불과하다.대신 기술보증기금이나 중소기업진흥공단이 기술력을 인정한 중소기업을 뜻하는 기술평가보증대출기업이 를 넘어섰다. 김기완  연구위원은 정부가 정책적으로 지원해 벤처 인증을 받은 기업이 대다수라 진정한 의미의 벤처 붐으로 보긴 이르다고 지적했다.벤처기업 수는 급증했지만 벤처기업 성공률은 오히려 떨어지는 분위기다. 반짝 등장했다 소리 소문 없이 사라지는 기업이 수두룩한가 하면 코스닥에 상장한 벤처기업 수는 년 개에서 년 개로 오히려 줄었다.벤처기업에 안주할 뿐 더 이상 성장하지 않으려는 경향도 두드러졌다. 창업 이후 년 이상 벤처기업에 머무르는 기업만 .에 달한다. 매출 억원을 돌파하는 데 걸리는 평균 기간만 년을 넘는다는 통계도 있다. 중견기업 대기업으로 성장하면 정부 지원이 급감하는 만큼 벤처기업 지위를 계속 유지하려는 일종의 피터팬 증후군 탓이다.년 매출 조원을 돌파한 벤처기업은 과 절연코일 전문업체 삼동뿐이다. 초고압 변압기 코일 분야 세계 위 기업인 삼동은 매출 조억원을 기록해 사상 최초로 조원을 넘겼다. 창업 이후 년간 소재 분야 한 우물을 파 년 매출 억원을 돌파했고 년 만에 배 성장하는 저력을 보였다. 반면 년 매출 조원을 넘었던 디스플레이기업 디에스와 태산엘시디는 더 이상 성장세를 이어가지 못했다.벤처기업 수가 만개에 육박했지만 내실이 없다는 지적이 많다. 사진은 지난 월 일  주최로 열린 글로벌 취업창업대전 현장.벤처 생태계 열악해 성공률 낮아벤처기업 성공률이 떨어지는 이유에 대해 전문가들은 선진국에 비해 우리나라 벤처 생태계가 턱없이 열악하기 때문이라고 지적한다. 미국 초기 벤처기업들은 벤처캐피털이나 엔젤투자를 통해 대부분 자금을 조달한다. 년 당시 미국 창업 기업이 벤처캐피털을 통해 조달한 금액은 조원이었고 엔젤투자로도 조원을 끌어왔다.반면 우리나라는 같은 해 벤처캐피털 투자금이 조원 정도에 그쳤고 엔젤투자는 억원에 불과했다. 창업 초기 대부분 벤처기업이 민간 투자가 아닌 정부 정책자금을 융자받는 데 그쳤다는 얘기다.미국에선 창업 실패에 대한 두려움도 덜하다. 창업 후 파산했을 때 미국은 억만원 이하 거주주택에 대해 압류가 면제되지만 우리나라는 임차보증금 만원과 생계비 만원까지만 보호된다. 또 국내에선 한번 실패하면 영원한 실패라는 꼬리표가 따라붙는다. 실패를 감수하고 과감히 창업하려는 이들이 줄어들 수밖에 없는 구조다.김범석 쿠팡 대표는 우리나라에서는 벤처 창업에 실패하면 개개인이 경제적 부담을 모두 떠안아야 하지만 미국은 실패한 경험을 성공 못지않은 경력으로 인정해준다. 우리나라 개발 전공자들은 항상 취업 걱정에 시달리는데 개발만 열심히 해도 충분히 인정받고 보상받는 환경을 만들어줘야 한다고 지적한다.벤처기업 스스로 변화해야 한다는 지적도 나온다. 대기업 위주 산업구조 속에서 벤처기업이 대기업 동반자가 아닌 하도급 업체로 전락하고 있다는 우려다. 벤처기업 매출 대부분이 대기업에 의존돼 있고 해외 진출도 부진한 실정이다. 중소기업청에 따르면 벤처기업들의 평균 매출액 중 기업 간 거래 비중이  기업 대 정부 비중은 로 대다수를 차지했다. 이에 비해 해외 거래 비중은 . 개인 거래 비중은 .에 그쳤다.  연령을 봐도 대 비중이 에도 못 미쳐 청년층의 벤처기업 창업이 장년층보다 오히려 적다. 벤처도전정신 공식이 사라진 셈이다.대기업 의존 해외 진출도 부진벤처기업이 전문기업으로 도약하기 위해 인수합병이 활성화돼야 한다는 목소리도 높다. 미국 인텔 마이크로소프트도 처음에는 작은 벤처기업이었지만 각종 를 통해 글로벌 기업으로 성장했다. 미국은 활발한 를 통해 성공적으로 투자금을 회수하는 데 비해 우리나라는 자금 회수 유형 중  비중이 .에 그친다. 대부분 기업공개에만 의존하는 구조다.대기업이 정당한 대가를 지불해 하지 않고 특허전쟁으로 기술을 빼앗는 것도 국내 벤처기업들이 투자금을 회수하기 힘든 이유 중 하나다. 세미 누드에 가터벨트를파멜라 앤더슨 파격 뒤태 헉  안팔리자 기아차 작심하고 현대 에쿠스를 보아 아슬아슬한 핫팬츠 보아 절정 미모 과시 서수진 청순과 섹시의 이중주사랑스러운걸 어떡해
198,"Major domestic companies that achieved more than KRW trillion in sales are looking for new food. According to the Japanese industry, specialized companies such as Hansol Technics and Taesan LCD DS are looking for new avenues with materials and finished lighting products. The three companies are major customers Samsung Electronics' business was hit as it moved module assembly to China. Although all three companies surpassed the trillion won in sales last year, they recorded less than the trillion won in sales last year. Profitability also deteriorated remarkably. Taesan LCD recorded KRW trillion in sales and KRW billion in operating profit last year, but it turned into a loss on KRW billion in sales last year. Hansol Technics also recorded KRW trillion in sales and KRW billion in operating profit last year, but it turned into a loss last year with KRW billion in sales. DS turned to a loss in sales of trillions of won last year, compared to the previous year, and the deficit widened in sales of billions of dollars last year. All three companies are in a situation where they have to push for new businesses with the stake in their survival. It plans to be reborn as a manufacturing and sales company. The goal is to increase sales of more than KRW 100 million with finished products only in the second half of this year. Since then, the offline market is also being considered. Last month, it sold a limited number of inches through an online shopping mall auction. Hansol Technics entered the sapphire ingot and wafer business in earnest from last year. Last month, it raised KRW 100 million by issuing corporate bonds to expand new businesses such as sapphire ingots and wafers. Hansol Technics plans to increase the proportion of materials business, which was only a small percentage of total sales last year, by this year. The business made about 100 million won in sales, and it is expected to reach 100 million won this year. DS turned its attention to optical bonding lighting and is making little by little this year. It was designated as a lighting company by Philips and recently signed a lighting supply contract with Osan City. In addition, we are focusing on the development of phosphor, a material. Optical bonding, a technology that improves visibility caused by an air gap between display tempered glass and an air gap, was first introduced to the Japanese market. Optical bonding technology was applied to inch electronic signage installed in Japanese subway stations, and it is expected to be able to supply to the domestic market from the quarter of this year. An industry insider said that major domestic companies have already stopped production in Korea He said, ""Each company goes into China with Samsung according to its strategy and maintains production, but it seems that they are concentrating on new businesses to create new food,"" he said. Student who went to prison after hacking Pohang University Shin A-ram appeared at the closing ceremony of the Olympic Games Years later Why did he try to sell 100 million land in a year? The statue of President Kim Dae-jung turned upside down the mathematical rule The middle-aged talent’s wife killed his three sons Shocked Real-time news money showing the money of reporter Kim Do-yoon Today Unauthorized reproduction and redistribution prohibited"
199,"DS Global CEO Lee Hun-jae is holding a car black box capra at the headquarters in Dodang-dong, Bucheon. Reporter Eun Jeong-jin, CEO of DS Global, Lee Hun-jae. Using technology to supply police agencies such as Brazil, women's police cars lined up in front of St. Petersburg City Hall. State police officers are installing black boxes on patrol cars all at once. When the issue of police who paid money and turned a blind eye to illegal U-turns became controversial, the provincial police department installed a black box on all vehicles to prevent fraud. This appearance was introduced throughout Russia through the state broadcaster News. It is an anecdote that made DS Global, a small and medium-sized black box manufacturing company, become famous abroad. The company supplied a black box carpa to the St. Petersburg Police Department in its only year of founding. It is a good thing that we pioneered the overseas market for the first time, but as the product was introduced through the news of the state-run broadcasting, it had the effect of drawing additional orders from all over Russia. From the end of last month, it started supplying black box units to the Brazilian Police Department in São Paulo. Next month, a 10,000-scale export contract with the Shizuoka Truck Association of Japan is also ahead. DS Global expects to achieve sales of KRW 100 million this year thanks to its recent export performance. A double growth compared to last year's sales. This is because the leading companies have been targeting overseas markets from an early age, avoiding the oligopolistic domestic market. President Lee Hun-jae said that he felt limited in price competition in the domestic market due to the offensive of low-priced Chinese products, and explained that he focused on breaking through the market for business-to-government transactions and inter-company transactions such as taxi associations of the National Police Agency in each country based on his confidence in technology. President Lee, who was in charge of overseas marketing at a medical device company, boldly resigned last year and established DS Global. The president, who started his business in an officetel with a deposit of 10,000 won a month, chose his site as the main seller. He opened up his market by posting products on the site and communicating directly with overseas buyers. President Lee introduced that, thanks to the use of the site, marketing costs were almost zero and he was able to understand the unit price flow and item technology of competitors. For other products, the black box does not work properly when a bad sector occurs in the memory card that stores the image, but DS Global products find the remaining normal sector even if a bad sector appears and save the image. The black box market is expected to grow rapidly. President Lee emphasized that the company will maintain its competitive edge in overseas markets by developing an intelligent black box platform that combines Wi-Fi and 3G mobile communication. Reporter Eun Jeong-jin . Lady Gaga is naked, but it's not naughty. A stone I picked up by the river while fishing I got a billion dollar loan Loan Spam text message and you're dead We exercise copyright in accordance with the Digital News Usage Rules of the Online Newspaper Association"
